,dialog_id,speaker,Max Pitch,Mean Pitch,Sd Pitch,Max Intensity,Mean Intensity,Sd Intensity,Speaking Rate,Jitter,Shimmer,HNR
783,sw4370,A,595.508,13.334,37.91,81.741,29.118,17.521,4.459011140852686,0.014,0.09,12.62
784,sw3646,B,599.771,34.364,60.707,80.945,48.343,14.667,9.547711824191103,0.016,0.085,10.98
785,sw4356,B,599.606,24.882,57.57,76.459,19.173,78.63,8.446974003651661,0.018,0.086,11.38
786,sw3108,A,597.629,27.888,74.995,87.916,46.747,12.623,9.416876362782398,0.022,0.133,9.08
787,sw2835,B,590.011,29.968,73.854,82.622,40.093,12.695,3.9521083740396614,0.012,0.071,15.53
788,sw3813,A,599.832,13.988,56.187,73.214,27.324,14.464,5.618952864898071,0.011,0.064,14.33
789,sw2870,B,599.728,71.413,103.221,77.588,44.222,15.378,10.43489548877999,0.014,0.069,13.31
790,sw2015,A,577.945,11.221,37.912,87.541,37.197,13.358,6.9829761011888305,0.01,0.059,8.63
791,sw3870,B,560.414,36.185,58.364,85.405,45.654,16.521,12.337118547549661,0.021,0.101,12.13
792,sw3439,A,593.113,55.751,86.423,86.569,51.262,13.463,12.739687293824419,0.016,0.094,12.12
793,sw4372,A,599.768,28.543,67.704,79.618,38.513,17.73,8.768167898521105,0.018,0.101,10.85
794,sw2295,B,574.376,35.309,74.649,84.918,42.505,15.669,7.761738958333531,0.016,0.075,11.6
795,sw3268,B,598.681,75.866,120.332,84.198,50.64,13.743,11.62254157833847,0.012,0.081,13.16
796,sw4830,A,595.549,16.931,54.678,82.647,42.566,14.436,9.633343821337956,0.021,0.14,6.32
797,sw4036,A,598.72,15.659,49.39,78.495,41.294,14.374,9.101589357114726,0.024,0.126,9.02
798,sw2526,A,594.885,38.188,79.211,88.846,44.607,15.987,7.3164826475084475,0.015,0.085,11.31
799,sw4148,B,585.624,21.438,44.259,81.418,40.289,17.871,8.291237646556384,0.017,0.114,10.09
800,sw2837,B,590.577,68.474,107.168,81.537,46.426,14.209,9.801370457108161,0.01,0.061,17.71
801,sw3052,A,565.753,34.407,63.969,83.858,44.247,13.532,5.574048669579263,0.015,0.073,14.22
802,sw3811,A,594.598,9.15,35.281,71.747,39.046,11.748,5.985356475371949,0.019,0.113,9.86
803,sw4698,B,446.771,9.762,32.337,75.576,39.436,11.085,7.755811861594739,0.015,0.099,11.08
804,sw2393,A,599.403,44.105,88.143,77.142,42.462,11.662,5.202436953446254,0.017,0.072,14.5
805,sw3707,A,543.476,22.21,49.878,76.402,39.828,14.136,6.768726810843333,0.01,0.068,15.55
806,sw3393,A,583.463,9.619,36.195,83.192,31.1,15.739,4.870532274813252,0.02,0.117,9.9
807,sw2406,A,596.023,34.9,62.937,81.801,46.921,19.36,9.208993647282231,0.018,0.096,8.29
808,sw4936,B,515.821,5.117,25.455,73.04,-2.146,87.936,4.86167303075493,0.013,0.093,12.03
809,sw4175,B,596.133,17.0,51.189,80.113,38.566,15.538,8.778746123083312,0.02,0.123,9.23
810,sw4130,B,567.845,29.956,71.74,76.655,38.478,15.339,9.43282583235737,0.012,0.088,12.64
811,sw2092,A,599.413,39.013,59.781,82.488,-10.843,129.849,12.620696338176904,0.019,0.106,10.79
812,sw2465,B,525.814,41.436,88.723,81.258,44.802,13.241,9.754919760098332,0.012,0.072,13.78
813,sw4153,A,492.795,44.416,91.514,75.57,44.689,12.517,8.382864379862363,0.011,0.071,14.78
814,sw4745,B,533.13,30.004,76.185,76.632,35.034,14.54,6.274050527020243,0.009,0.066,14.74
815,sw4726,A,594.242,44.183,82.75,76.422,39.139,16.865,9.874368988162857,0.012,0.072,13.62
816,sw2578,B,566.994,47.392,94.817,87.724,46.876,12.337,9.852164411901393,0.014,0.096,11.89
817,sw2989,A,599.683,41.347,89.577,81.004,46.327,13.142,9.81032308664032,0.027,0.145,8.87
818,sw3111,B,599.918,30.397,59.679,81.374,-18.962,127.671,7.218834630736645,0.019,0.103,12.54
819,sw3917,B,596.148,31.808,84.027,73.63,30.378,17.416,6.292106266683614,0.011,0.062,17.62
820,sw2137,A,576.358,41.068,77.457,88.81,46.74,13.746,6.92570304370194,0.015,0.075,11.74
821,sw4151,B,551.91,19.894,45.25,75.367,36.592,16.482,6.1061656891005285,0.013,0.09,13.33
822,sw2467,A,599.273,24.662,62.302,75.664,40.187,14.036,4.7636325331523075,0.018,0.095,7.22
823,sw3467,A,597.784,106.034,115.649,85.845,56.726,14.336,11.05248764349224,0.014,0.068,15.6
824,sw4681,B,594.612,6.043,31.359,75.794,32.056,11.722,5.160239000543183,0.018,0.12,9.22
825,sw2028,B,529.904,11.806,33.961,78.944,12.637,88.343,6.687836476560884,0.019,0.108,10.5
826,sw2113,A,586.095,49.335,86.358,87.734,47.595,14.528,9.66254877296229,0.014,0.082,15.18
827,sw3113,A,598.701,31.194,77.865,87.466,49.074,16.219,7.266961896259004,0.023,0.132,9.28
828,sw4829,A,599.15,42.895,90.681,82.537,45.856,11.835,8.595109655995573,0.012,0.084,13.25
829,sw2234,B,593.452,14.629,51.407,88.58,41.655,11.799,5.0457121210346045,0.013,0.089,10.84
830,sw4814,A,599.386,27.899,74.758,75.686,36.315,14.866,8.98815607527205,0.011,0.083,13.06
831,sw4877,B,517.524,58.345,94.281,70.909,45.404,13.866,14.643428013456305,0.011,0.064,17.32
832,sw4071,B,580.495,21.949,73.681,73.525,27.603,14.978,4.198281913293445,0.011,0.062,17.25
833,sw3561,B,598.761,15.678,44.749,86.011,35.924,17.144,8.92276980995572,0.021,0.127,9.71
834,sw3646,A,599.124,33.519,73.314,85.636,38.796,18.301,6.7773047180467465,0.013,0.078,14.41
835,sw4356,A,597.494,13.251,44.867,74.17,-4.556,109.859,7.928652162572482,0.018,0.085,13.61
836,sw4370,B,597.846,34.912,65.647,77.433,44.477,14.076,11.037387606886101,0.014,0.086,13.68
837,sw3108,B,594.963,50.024,104.723,83.214,45.033,26.3,6.453381299880835,0.014,0.083,13.28
838,sw3870,A,599.618,14.05,49.446,77.094,-31.722,129.301,4.200582855994373,0.019,0.109,8.26
839,sw2015,B,534.959,24.452,64.533,79.724,38.817,20.903,8.92040462152604,0.011,0.082,12.68
840,sw3813,B,593.223,38.167,69.633,77.602,36.143,50.085,9.324857606452948,0.02,0.102,8.77
841,sw2870,A,599.887,40.809,82.38,76.517,46.294,8.208,6.60044585462543,0.014,0.102,13.72
842,sw2835,A,599.567,77.725,111.791,80.377,11.911,97.29,9.736209673255734,0.014,0.077,14.32
843,sw3439,B,596.535,48.162,103.071,88.922,46.743,15.234,6.46147723821592,0.019,0.086,12.99
